,File,Task,Category,Class,Text,Datatype
16,g0pD_taskb.txt,b,2,1,pagerank algorithm is patented by stanford university it is a link analysis algorithm employed by the google internet search engine that assigns a value used to measure the importance to each element of a hyperlinked set of documents such as the www with the purpose of  measuring its relative significance within the set  google owns exclusive license rights on the patent from stanford university the university received 1 8 million shares in google in return for use of the patent  ,test
17,g0pD_taskc.txt,c,1,1,an algebraic model for representing text documents and any objects in general is known by the name vector space model it represents these as vectors of identifiers index terms are one illustration of these the vector space model was first used in the smart information retrieval system and it is utilised variously in indexing information filtering indexing and information retrieval  a document has representation as a vector every dimension is precisely related to a separate term the way in which term is defined depends entirely on the application typically terms are either single words keywords or longer phrases the dimensionality of the vector is the number of words in the vocabulary if it is the words that are chose to be the terms so the same rule applies with keywords and indeed longer phrases  if a term occurs in the document its value in the vector is non zero several different ways of computing these values additionally known as term weights have been developed one of the most famous schemes is tf idf weighting  ,train
18,g0pD_taskd.txt,d,0,0,baye s theorm in connection with conditional probabilities is of fundamental importance since it permits a calculation of prob ab from prob ba  statistical information that is often gathered in great volume can therefore be avoided ,train
19,g0pD_taske.txt,e,0,0,dynamic programming dp is an extremely powerful general tool for solving optimization difficulties on left right ordered item for example character strings it is similar to divide and conquer however is differentiated as its subproblems are not independent it is easily applicable in relative terms once understood however until one has witnessed enough examples it looks like magic  dp minimizes computation by solving subproblems from the base upwards storing solution to a subproblem when it is initially conquered and looking up the solution when the subproblem is experienced for a second time  ,train
20,g0pE_taska.txt,a,2,1,in object oriented programming inheritance is a way to form new classes instances of which are called objects using classes that have already been defined the inheritance concept was invented in 1967 for simula the new classes known as derived classes take over or inherit attribute and behaviour of the pre existing classes which are referred to as base classes or ancestor classes  it is intended to help reuse existing code with little or no modification inheritance provides the support for representation by categorization in computer languages categorization is a powerful mechanism number of information processing crucial to human learning by means of generalization what is known about specific entities is applied to a wider group given a belongs relation can be established and cognitive economy less information needs to be stored about each specific entity only its particularities  inheritance is also sometimes called generalization because the is a relationships represent a hierarchy between classes of objects for instance a fruit is a generalization of apple  orange  mango and many others one can consider fruit to be an abstraction of apple orange etc conversely since apples are fruit i e  an apple is a fruit  apples may naturally inherit all the properties common to all fruit such as being a fleshy container for the seed of a plant an advantage of inheritance is that modules with sufficiently similar interfaces can share a lot of code reducing the complexity of the program inheritance therefore has another view a dual called polymorphism which describes many pieces of code being controlled by shared control code inheritance is typically accomplished either by overriding replacing one or more methods exposed by ancestor or by adding new methods to those exposed by an ancestor  ,test
21,g0pE_taskb.txt,b,1,1,pagerank is a link analysis algorithm used by the google internet search engine that assigns a numerical weighting to each element of a hyperlinked set of documents such as the world wide web with the purpose of measuring its relative importance within the set the algorithm may be applied to any collection of entities with reciprocal quotations and references pagerank uses in google toolbar measures popularity of a site marketing value updated periodically in google directory pagerank sort links within categories volunteers evaluate classify annotate open directory project using pagerank  ,train
22,g0pE_taskc.txt,c,0,0,the representation of a set of documents as vectors in a common vector space is known as the vector space vector space model and is fundamental to a host of information retrieval ir operations including scoring documents on a query document classification and document clustering we first develop the basic ideas underlying vector space scoring a pivotal step in this development is the view of queries as vectors in the same vector space as the document collection  ,train
23,g0pE_taskd.txt,d,0,0,bayes theorem is an important theorem relating conditional probabilities it allows us to calculate prob a b from prob b a  bayes theorem is important because it can save us from gathering vast amounts of statistical evidence the main theory is prob a b  prob b a  prob a  prob b  it means using prob win rain from earlier we can find the probability that it rained on a day that harry won a race ,test
24,g0pE_taske.txt,e,3,1,dynamic programming is a method of solving problems that exhibit the properties of overlapping subproblems and optimal substructure described below  the method takes much less time than naive methods the word programming in dynamic programming has no particular connection to computer programming at all and instead comes from the term mathematical programming  a synonym for optimization thus the program is the optimal plan for action that is produced for instance a finalized schedule of events at an exhibition is sometimes called a program programming in this sense means finding an acceptable plan of action an algorithm  ,train
25,g1pA_taska.txt,a,0,0,in object oriented programming objects are grouped together into classes according to their type structure and the functions that can be performed on them inheritance is a process in object oriented programming in which objects acquire or inherit the properties of objects of another class it is therefore used to create relationships between one object and another each class groups together objects of a similar type with similar properties new classes can be formed by this process whose objects will have properties of both the classes from which this new class is formed a superclass has all of the properties of the subclasses below it at the same time subclasses are each distinctive from each other but related via the superclass subclasses are said to extend superclasses due to these relationships object oriented programmes tend to be easier to modify since they do not need to be changed when a new object with different properties is added instead a new object is made to inherit properties of objects which already exist inheritance can be divided into two main processes single inheritance and multiple inheritance single inheritance means that the class can only inherit from one other class whereas multiple inheritance allows for inheritance from several classes ,test
26,g1pA_taskb.txt,b,1,1,the pagerank algorithm is used to designate every aspect of a set of hyperlinked documents with a numerical weighting it is used by the google search engine to estimate the relative importance of a web page according to this weighting the system uses probability distribution to determine the odds that a person randomly clicking on links will arrive at any given page following this each web page is given a ranking of 0 10 according to its relevance to a search the pagerank is calculated by taking into consideration the number of inbound links and the pagerank of the pages supplying these links this means therefore that if a webpage is linked to others that have a high ranking then it too will receive a high rank  due to the nature of the pagerank system it is susceptible to manipulation and has been exploited so that certain pages are given a false exaggerated ranking in these cases only goggle has access to the genuine pagerank however much research has been conducted into methods of avoiding links from documents with a false pagerank to try and iron out the bugs in this system and from 2007 google has actively penalized schemes which try to increase rankings artificially ,train
27,g1pA_taskc.txt,c,2,1,the vector space model is an algebraic model used to represent text documents and any objects generally as vectors of identifiers for instance index terms its applications include information filtering information retrieval indexing and relevancy rankings with reference to this model documents are represented as vectors each dimension corresponds to a separate term the value of a vector is non zero if a term occurs in the document several different ways have been developed of calculating these values also known as term weights  one of the best known schemes is tf idf term frequency inverse document frequency weighting  the model can be used to determine the relevancy rankings of documents in a keyword search using the assumptions of document similarities theory by comparing the original query vector where the query is represented as same kind of vector as the documents and the deviation of angles between each document vector  the classic vector space model was put forward by salton wong and yang and is known as term frequency inverse document frequency model in this classic model the term specific weights in the document vectors are products of local and global parameters in a simpler term count model the term specific weights are just the counts of term occurrences and therefore do not include the global parameter  ,train
28,g1pA_taskd.txt,d,3,1,bayes theorem relates the conditional and marginal probabilities of two random events and is named after the reverend thomas bayes 1702 1761  who studied how to compute a distribution for the parameter of a binomial distribution it is valid in all common interpretations of probability it plays a central role in the debate around the foundations of statistics frequentist and bayesian interpretations disagree about the ways in which probabilities should be assigned in applications frequentists assign probabilities to random events according to their frequencies of occurrence or to subsets of populations as proportions of the whole while bayesians describe probabilities in terms of beliefs and degrees of uncertainty applications of bayes theorem often assume the philosophy underlying bayesian probability that uncertainty and degrees of belief can be measured as probabilities one of bayes results proposition 5 gives a simple description of conditional probability and shows that it can be expressed independently of the order in which things occur if there be two subsequent events the probability of the second b n and the probability of both together p n and it being first discovered that the second event has also happened from hence i guess that the first event has also happened the probability i am right i e  the conditional probability of the first event being true given that the second has also happened is p b  note that the expression says nothing about the order in which the events occurred it measures correlation not causation ,train
29,g1pA_taske.txt,e,0,0,dynamic programming is an algorithmic technique used to solve certain optimization problems where the object is to find the best solution from a number of possibilities it uses a so called bottom up approach meaning that the problem is solved as a set of sub problems which in turn are made up of sub sub problems sub problems are then selected and used to solve the overall problem these sub problems are only solved once and the solutions are saved so that they will not need to be recalculated again whilst calculated individually they may also overlap when any sub problem is met again it can be found and re used to solve another problem since it searches all possibilities it is also very accurate this method is far more efficient than recalculating and therefore considerably reduces computation it is widely used in computer science and can be applied for example to compress data in high density bar codes  dynamic programming is most effective and therefore most often used on objects that are ordered from left to right and whose order cannot be rearranged this means it works well on character chains for example  ,test
30,g1pB_taska.txt,a,0,0,inheritance is one of the basic concepts of object oriented programming  its objective is to add more detail to pre existing classes whilst still allowing the methods and variables of these classes to be reused  the easiest way to look at inheritance is as an is a kind of relationship  for example a guitar is a kind of string instrument electric acoustic and steel stringed are all types of guitar the further down an inheritance tree you get the more specific the classes become  an example here would be books  books generally fall into two categories fiction and non fiction  each of these can then be sub divided into more groups  fiction for example can be split into fantasy horror romance and many more  non fiction splits the same way into other topics such as history geography cooking etc  history of course can be sub divided into time periods like the romans the elizabethans the world wars and so on ,train
31,g1pB_taskb.txt,b,0,0,a websites page rank is how important it is on the web  it is essentially a popularity meter  popularity or importance is determined by the amount of links relating to the page there are there are four different types  inbound links from other pages to yours  outbound links from your page to others  dangling links to a page which has no links to others  deep links to a specific page usually bypassing the homepage  the page rank algorithm takes the probability of a random surfer becoming bored and requesting another random page otherwise known as the dampening factor away from 1 and divides this number by the number of pages in the system adding it to the dampening factor multiplied by the page rank of a linked page divided by the number of outbound links on that linked page  adding on this last section for every other page linked to from the original page  google uses this algorithm to assist intentional surfers in finding the best websites to suit their needs  one of the problems with this popularity algorithm is that it is easily manipulated and can give false values hence the frequent recalculating of page ranks ,test
32,g1pB_taskc.txt,c,1,1,the algebraic model for representing text documents and objects as vectors of identifiers is called the vector space model  it is used in information filtering indexing relevancy rankings and information retrieval it was first used in the smart information retrieval system  when a document is represented as a vector each dimension corresponds to a separate term a term which occurs in the document has a value in the vector of non zero other ways of computing these values or weights have been developed the most popular is tf idf weighting depending on the application the definition of term varies  single words keywords and occasionally longer phrases are used for terms  the dimensionality of the vector if words are used as terms is the total number of words available for use  by using the assumptions of the document similarities theory the relevancy rankings of documents in a keyword search can be worked out by comparing the deviation of angles between vectors both within the document and the original query where the vectors of both are the same type the limitations of the vector space model are thus  due to poor similarity values long documents are poorly represented  false positive matches may be returned if search keywords do not precisely match document terms  false negative matches could be returned when documents share a context but have different term vocabulary  vector space representation results in the loss of the order which the terms are in the document ,train
33,g1pB_taskd.txt,d,2,1,bayes theorem relates the conditional and marginal probabilities of two random events  it is mainly used to calculate the probability of one events outcome given that a previous event happened  for example the probability that a doctors diagnosis is correct given that the doctor had previously observed symptoms in the patient  bayes theorem can be used for all forms of probability however it is currently at the centre of a debate concerning the ways in which probabilities should be assigned in applications  the theorem states that the probability of event a happening given event b is the probability of b given a multiplied by the probability of a regardless of b all divided by the probability of b regardless of a which acts as a normalising constant  bayes theorem formed in this way basically details how ones beliefs about event a are renewed or updated knowing that event b happened  when calculating conditional probabilities such as these it is often useful to create a table containing the number of occurrences or relative frequencies of each outcome for each of the variables independently  ,train
34,g1pB_taske.txt,e,3,1,in mathematics and computer science dynamic programming is a method of solving problems that exhibit the properties of overlapping sub problems and optimal substructure the term was originally used in the 1940s by richard bellman to describe the process of solving problems where one needs to find the best decisions one after another by 1953 he had refined this to the modern meaning bellman s contribution is remembered in the name of the bellman equation a central result of dynamic programming which restates an optimization problem in recursive form the word programming in dynamic programming has no particular connection to computer programming at all and instead comes from the term mathematical programming  a synonym for optimization thus the program is the optimal plan for action that is produced for instance a finalized schedule of events at an exhibition is sometimes called a program programming in this sense means finding an acceptable plan of action an algorithm dynamic programming usually takes one of two approaches the top down approach the problem is broken into sub problems and these sub problems are solved and the solutions remembered in case they need to be solved again this is recursion and memorization combined together and the bottom up approach all sub problems that might be needed are solved in advance and then used to build up solutions to larger problems this approach is slightly better in stack space and number of function calls but it is sometimes not intuitive to figure out all the sub problems needed for solving the given problem some programming languages can automatically memorize the result of a function call with a particular set of arguments in order to speed up call by name some languages make it possible portably e g scheme common lisp or perl  some need special extensions this is only possible for a referentially transparent function  ,train
35,g1pD_taska.txt,a,2,1,inheritance is a method of forming new classes using predefined classes the new classes are called derived classes and they inherit the behaviours and attributes of the base classes it was intended to allow existing code to be used again with minimal or no alteration it also offers support for representation by categorization in computer languages this is a powerful mechanism of information processing vital to human learning by means of generalization and cognitive economy inheritance is occasionally referred to as generalization due to the fact that is a relationships represent a hierarchy between classes of objects inheritance has the advantage of reducing the complexity of a program since modules with very similar interfaces can share lots of code due to this inheritance has another view called polymorphism where many sections of code are being controlled by some shared control code inheritance is normally achieved by overriding one or more methods exposed by ancestor or by creating new methods on top of those exposed by an ancestor inheritance has a variety of uses each different use focuses on different properties for example the external behaviour of objects internal structure of an object inheritance hierarchy structure or software engineering properties of inheritance occasionally it is advantageous to differentiate between these uses as it is not necessarily noticeable from context  ,train
36,g1pD_taskb.txt,b,3,1,pagerank is a link analysis algorithm used by the google internet search engine that assigns a numerical weighting to each element of a hyperlinked set of documents such as the world wide web with the purpose of measuring its relative importance within the set google assigns a numeric weighting from 0 10 for each webpage on the internet this pagerank denotes a site s importance in the eyes of google the pagerank is derived from a theoretical probability value on a logarithmic scale like the richter scale pagerank is a probability distribution used to represent the likelihood that a person randomly clicking on links will arrive at any particular page pagerank can be calculated for collections of documents of any size it is assumed in several research papers that the distribution is evenly divided between all documents in the collection at the beginning of the computational process the pagerank computations require several passes called iterations  through the collection to adjust approximate pagerank values to more closely reflect the theoretical true value a probability is expressed as a numeric value between 0 and 1 a 0 5 probability is commonly expressed as a 50 chance of something happening hence a pagerank of 0 5 means there is a 50 chance that a person clicking on a random link will be directed to the document with the 0 5 pagerank the pagerank theory holds that even an imaginary surfer who is randomly clicking on links will eventually stop clicking the probability at any step that the person will continue is a damping factor d various studies have tested different damping factors but it is generally assumed that the damping factor will be set around 0 85  ,train
37,g1pD_taskc.txt,c,0,0,within information retrieval each document in a set can be represented as a point in high dimensional vector space this representation is called the vector space model information retrieval queries are also represented as vectors in the same vector space these are then used in conjunction with the document vectors to find relevant documents the two vectors are compared and the documents with a higher document query similarity are ranked higher in terms of relevance there are a variety of techniques that can be used to compare the two vectors the most frequently used method for the vector space model is the cosine coefficient which calculates the angle between the two vectors and produces a value between 0 and 1  ,test
38,g1pD_taskd.txt,d,0,0,bayes theorem is a mathematical formula used to calculate conditional probabilities given the probability of event a given event b bayes theorem can be used to calculate the probability of b given a  this is achieved using the conditional probability of b given a and the prior probabilities of both events a and b for example suppose there is a bag of coloured balls with 25 red ones and 75 black ones lucky joe likes to predict the colour of the ball he selects and he is 80 accurate joe records all of his results and about 0 5 of the time he accidently records the wrong results using all of this information more probabilities can be inferred including using bayes theorem to calculate various probabilities like joe recording correctly if he guesses correctly or joe recording incorrectly when his guess was correct and other like combinations  ,test
39,g1pD_taske.txt,e,1,1,dynamic programming is a faster method of solving problems that make use of optimal substructure overlapping sub problems and memoization it has no relationship to computer programming instead it is a process of finding a satisfactory algorithm  optimal substructure is the process of using the optional solutions to sub problems to find the optimal solution to the overall problem when the same sub problem solutions can be used to solve various bigger problems it is said to have overlapping sub problems memoization is used in order to save time the solutions are stored rather than be recomputed a solution can be disposed of once we are positive that it will no longer be required in some cases a solution to a future problem can be computed in advance  there are two main approaches for dynamic programming the first is the bottom up approach although it is not always simple to find all of them any required sub problems are solved in advance and then used to create solutions to larger problems the other method is the top down approach which is a method that combines memorization and recursion the main problem is divided into sub problems which are solved and stored for future use ,train
40,g2pA_taska.txt,a,0,0,inheritance allows programs developed in an object orientated language to reuse code without having it replicated unnecessarily elsewhere within the program  to achieve this the programmer has to note generalisations and similarities about various aspects of the program  for example a program could exist to model different forms of transport at first glance a car and a train may not have much in common but abstractly both will have a speed at which they are travelling a direction and a current position methods utilising this data can be specified high up in the inheritance hierarchy for example in a transport class for example you could have a method which works out the new position of a train after travelling x minutes in direction y likewise you might want to be able to find out the same information for an object of the type car  inheritance means that if such a method was defined in the superclass of the train and car classes any car or train object can utilise it  the train and car subclasses are said to extend the transport class as they will have additional characteristics which they dont share e g passenger capacity would be a class variable of both car and train but have different values  and a train may have methods along the lines of is toilet engaged if you then wanted to add additional forms of transport such as an aeroplane you may wish for that also to have a toilet engaged function then you could have an extended hierarchy where a mass transport class extends the transport class under which youd have a train and aeroplane which would inherit characteristics from both super classes ,train
